click_time,ip,app,device,os,channel,is_fraud,is_attributed,attributed_time
2017-11-07 19:00:45,10654,12,1,20,134,0,1,2017-11-07 19:47:45
2017-11-08 16:38:50,11041,6,1,19,113,0,0,
2017-11-09 12:27:25,10957,21,2,13,112,0,0,
2017-11-06 20:15:28,10838,24,1,17,145,0,1,2017-11-06 21:26:28
2017-11-11 21:28:09,10372,3,4,9,112,0,0,
2017-11-08 20:25:12,10461,12,5,20,112,0,1,2017-11-08 21:04:12
2017-11-07 22:44:42,11092,2,5,17,113,0,0,
2017-11-12 13:29:16,11154,1,1,13,111,0,0,
2017-11-11 11:52:15,10062,18,5,20,134,0,0,
2017-11-11 12:13:29,10149,1,2,26,233,0,0,
2017-11-11 20:37:35,10653,12,4,17,145,0,1,2017-11-11 21:35:35
2017-11-10 08:53:55,10507,3,1,9,134,0,0,
2017-11-07 19:30:31,10327,12,5,22,121,0,0,
2017-11-11 04:51:15,11018,1,1,24,303,0,1,2017-11-11 05:55:15
2017-11-10 21:40:08,10963,9,5,9,112,0,0,
2017-11-08 05:09:23,10749,1,4,9,303,1,0,
2017-11-07 11:08:06,11032,18,5,20,112,0,0,
2017-11-06 10:59:02,10748,3,2,24,303,0,0,
2017-11-12 23:24:20,11063,18,2,17,145,0,0,
2017-11-11 09:40:52,10612,24,3,26,134,0,1,2017-11-11 10:34:52
2017-11-12 13:57:36,11195,9,1,26,134,0,0,
2017-11-06 08:37:36,11073,24,4,17,121,0,1,2017-11-06 09:18:36
2017-11-11 17:01:49,10857,3,4,19,233,0,0,
2017-11-09 16:45:42,10127,3,5,19,303,0,0,
2017-11-12 22:35:30,10941,21,3,22,134,0,0,
2017-11-09 14:34:30,10460,9,3,19,255,0,0,
2017-11-09 22:14:49,10560,9,1,24,233,0,0,
2017-11-06 09:11:17,10161,12,4,20,255,0,1,2017-11-06 10:30:17
2017-11-06 14:20:06,10490,6,1,19,121,0,1,2017-11-06 14:38:06
2017-11-11 10:22:41,10010,21,2,24,255,0,0,
2017-11-06 10:11:58,10121,2,5,19,303,0,0,
2017-11-06 10:13:00,10074,15,4,17,134,0,0,
2017-11-11 17:41:29,10686,9,4,26,113,0,0,
2017-11-09 08:33:36,10939,9,2,9,145,0,0,
2017-11-10 13:27:42,10830,15,5,22,112,0,0,
2017-11-11 01:59:48,10508,1,3,24,121,0,0,
2017-11-06 16:57:42,11173,1,3,22,121,0,0,
2017-11-12 23:50:14,11029,9,1,20,145,0,1,2017-11-13 01:08:14
2017-11-08 11:38:48,10765,15,5,26,303,0,0,
2017-11-12 10:03:07,10167,21,4,22,112,0,0,
2017-11-11 22:05:28,11172,21,2,17,145,0,0,
2017-11-07 12:01:32,10186,21,4,9,255,0,0,
2017-11-08 11:30:37,10631,1,4,20,111,0,0,
2017-11-09 06:23:26,11108,1,1,26,111,0,0,
2017-11-10 06:34:05,10860,12,4,26,233,0,0,
2017-11-07 10:46:46,10712,2,2,24,303,0,0,
2017-11-10 07:34:52,10611,18,5,24,303,0,1,2017-11-10 07:59:52
2017-11-08 08:16:04,10231,1,4,9,121,0,0,
2017-11-08 15:59:34,10099,6,1,24,255,0,1,2017-11-08 17:04:34
2017-11-06 02:26:42,10592,6,5,22,145,0,0,
2017-11-06 05:52:41,11140,24,2,24,303,0,0,
2017-11-08 02:12:48,10852,15,2,20,233,0,1,2017-11-08 02:31:48
2017-11-12 08:10:33,10948,1,5,24,233,0,1,2017-11-12 09:33:33
2017-11-06 06:26:43,10161,18,3,13,303,1,0,
2017-11-08 09:02:55,10149,6,5,19,255,0,0,
2017-11-12 21:02:45,10433,6,1,26,121,0,0,
2017-11-08 23:25:23,10579,15,4,22,134,0,1,2017-11-09 00:26:23
2017-11-06 12:29:36,10655,6,3,22,233,0,1,2017-11-06 13:40:36
2017-11-08 05:34:21,11196,24,4,20,113,0,0,
2017-11-11 05:50:10,11127,12,3,26,255,0,1,2017-11-11 07:00:10
2017-11-06 09:14:53,11000,3,5,9,303,0,0,
2017-11-06 08:37:29,10013,15,2,19,112,0,0,
2017-11-12 06:38:26,10989,18,1,9,303,0,0,
2017-11-07 05:13:58,10587,1,5,24,113,0,1,2017-11-07 06:21:58
2017-11-10 05:52:25,10516,12,3,24,112,0,0,
2017-11-10 07:33:24,10614,2,1,13,233,1,0,
2017-11-09 18:27:36,10019,3,1,26,233,0,0,
2017-11-06 12:42:59,10087,6,2,26,134,0,0,
2017-11-08 08:34:37,11154,1,2,22,111,0,0,
2017-11-12 03:36:21,10157,9,2,19,233,0,0,
2017-11-10 23:21:14,10160,21,3,9,112,0,0,
2017-11-11 13:58:14,10812,12,1,20,255,0,0,
2017-11-06 20:04:05,11199,15,1,20,121,0,0,
2017-11-07 00:59:00,10315,15,3,22,112,0,0,
2017-11-11 02:33:32,10209,3,1,17,233,1,0,
2017-11-06 03:22:18,10724,21,1,22,233,0,0,
2017-11-07 22:17:08,11145,6,5,17,233,0,1,2017-11-07 22:39:08
2017-11-06 21:00:23,10890,9,4,20,255,0,0,
2017-11-06 01:50:25,10400,18,1,17,134,0,0,
2017-11-09 10:02:20,10674,18,3,24,113,0,0,
2017-11-12 13:15:50,10363,15,3,20,255,0,0,
2017-11-08 01:07:43,10804,12,1,19,303,1,0,
2017-11-10 15:43:43,10945,6,4,20,112,0,0,
2017-11-12 19:16:30,10315,15,4,13,255,0,0,
2017-11-12 18:09:40,10856,21,1,22,303,1,0,
2017-11-09 18:32:50,10508,12,2,9,233,1,0,
2017-11-10 06:09:25,10529,6,5,19,255,0,0,
2017-11-09 08:40:26,10308,12,1,26,112,0,0,
2017-11-08 08:29:33,10290,12,3,22,255,0,0,
2017-11-07 07:25:01,10926,12,1,20,111,0,0,
2017-11-07 19:43:21,10336,6,5,17,303,0,1,2017-11-07 20:35:21
2017-11-12 23:41:56,10377,3,4,24,111,0,0,
2017-11-12 02:36:11,10439,6,3,13,112,0,1,2017-11-12 04:02:11
2017-11-12 16:17:07,11002,21,3,24,233,0,0,
2017-11-09 13:31:07,10609,24,5,13,113,0,0,
2017-11-12 12:57:24,10289,21,4,24,113,0,0,
2017-11-07 14:18:11,10354,21,2,26,134,0,1,2017-11-07 15:04:11
2017-11-12 09:20:32,10019,18,2,19,233,0,0,
2017-11-08 12:13:18,10909,18,2,13,111,0,0,
2017-11-09 01:09:49,10936,24,4,13,112,0,0,
2017-11-07 03:57:47,10085,18,5,19,233,0,0,
2017-11-10 23:53:55,10066,18,3,22,112,0,1,2017-11-11 01:09:55
2017-11-08 08:25:52,10718,24,4,17,113,0,0,
2017-11-09 07:54:18,10575,24,5,17,145,0,0,
2017-11-07 10:38:44,10195,3,4,9,134,0,0,
2017-11-10 17:06:24,10506,15,4,17,134,0,0,
2017-11-11 04:09:31,10190,15,5,20,145,1,0,
2017-11-10 12:36:13,10190,18,3,13,303,0,0,
2017-11-09 21:51:57,10661,9,3,17,255,1,0,
2017-11-11 00:30:29,10203,18,1,13,113,0,1,2017-11-11 01:59:29
2017-11-10 02:25:16,10270,9,2,20,112,0,0,
2017-11-07 00:54:45,10106,15,3,19,233,0,1,2017-11-07 02:10:45
2017-11-09 21:49:52,10463,21,4,9,111,0,0,
2017-11-07 03:58:06,10978,2,2,24,112,0,1,2017-11-07 04:16:06
2017-11-11 00:10:22,10292,2,5,9,113,0,1,2017-11-11 01:03:22
2017-11-07 09:37:37,10906,6,1,13,113,0,0,
2017-11-12 07:06:38,10286,6,3,13,121,0,0,
2017-11-09 08:42:50,10054,9,2,19,233,0,0,
2017-11-06 03:17:23,10230,6,4,13,303,0,0,
2017-11-06 19:55:01,11164,15,3,17,255,1,0,
2017-11-09 06:13:40,10441,1,1,24,303,0,0,
2017-11-06 22:49:19,10823,2,5,17,134,0,0,
2017-11-09 12:41:46,10318,21,3,24,112,1,0,
2017-11-12 23:11:38,10500,2,4,13,255,0,0,
2017-11-07 20:44:31,10359,2,1,17,111,0,0,
2017-11-07 08:14:49,10530,3,3,17,134,0,0,
2017-11-11 04:17:32,11072,2,3,13,255,0,0,
2017-11-08 14:22:47,10753,3,3,13,112,0,0,
2017-11-07 16:58:11,10500,1,4,22,233,0,0,
2017-11-09 15:21:17,10858,6,3,19,233,0,1,2017-11-09 16:48:17
2017-11-06 18:49:56,10107,3,2,9,233,0,0,
2017-11-10 04:44:12,10670,2,5,26,111,0,0,
2017-11-12 05:14:48,10496,18,3,26,121,0,0,
2017-11-09 19:28:00,10048,6,5,22,111,0,0,
2017-11-11 14:21:03,10629,2,2,19,233,0,0,
2017-11-11 05:11:47,10089,6,5,24,145,0,1,2017-11-11 06:02:47
2017-11-07 11:41:15,10153,24,5,9,233,0,0,
2017-11-08 15:47:04,10804,12,3,26,134,0,0,
2017-11-11 07:15:20,10223,3,1,17,255,0,0,
2017-11-07 08:44:05,10425,18,3,26,134,0,0,
2017-11-08 19:46:22,10082,6,3,17,112,0,0,
2017-11-12 06:13:15,10356,1,4,26,303,0,0,
2017-11-08 06:06:52,10248,1,1,19,113,0,0,
2017-11-06 05:57:04,10172,24,5,20,112,0,0,
2017-11-06 13:49:10,10188,12,1,9,255,0,0,
2017-11-10 00:39:13,11016,1,4,24,113,0,0,
2017-11-11 16:13:26,10304,1,5,19,134,0,1,2017-11-11 17:03:26
2017-11-06 05:19:24,10281,15,2,19,303,0,0,
2017-11-09 01:50:11,10992,12,5,22,233,0,1,2017-11-09 02:26:11
2017-11-07 19:35:06,10119,18,5,22,121,0,0,
2017-11-07 23:26:11,10114,6,5,24,145,0,0,
2017-11-12 09:45:12,10734,24,1,22,113,0,0,
2017-11-07 00:38:03,11110,9,2,26,111,0,0,
2017-11-09 21:02:45,10001,12,5,19,113,0,0,
2017-11-11 23:42:55,10121,1,2,17,112,0,0,
2017-11-09 16:05:08,10810,24,1,22,134,0,0,
2017-11-12 16:49:52,10997,12,2,22,121,0,0,
2017-11-08 01:43:38,10260,3,1,24,111,0,0,
2017-11-06 21:14:15,11158,2,4,17,145,0,0,
2017-11-08 09:15:15,10181,12,4,9,134,0,0,
2017-11-07 21:25:56,10002,1,4,26,233,0,0,
2017-11-11 03:13:04,10768,2,4,19,113,0,1,2017-11-11 03:47:04
2017-11-07 19:56:46,10214,2,3,17,233,0,0,
2017-11-10 21:46:41,10692,24,5,26,111,0,1,2017-11-10 21:59:41
2017-11-12 03:29:16,10678,6,2,24,303,0,1,2017-11-12 04:20:16
2017-11-10 02:31:00,11170,21,4,17,111,0,0,
2017-11-07 22:38:40,10983,6,1,9,121,0,0,
2017-11-07 00:53:41,10631,15,4,26,134,0,0,
2017-11-11 00:04:29,10756,3,4,9,134,0,0,
2017-11-10 17:02:48,10309,2,1,22,303,0,0,
2017-11-11 10:03:19,11070,15,5,26,121,0,0,
2017-11-11 02:37:11,11028,24,5,17,112,0,1,2017-11-11 03:02:11
2017-11-08 07:08:52,10258,1,4,13,233,0,0,
2017-11-09 17:03:54,10137,2,4,24,303,0,0,
2017-11-07 16:28:36,11070,15,1,24,113,0,0,
2017-11-09 21:53:56,10216,24,1,20,303,0,0,
2017-11-07 15:16:39,10968,1,2,20,233,0,1,2017-11-07 15:59:39
2017-11-06 05:31:21,10486,1,4,20,145,0,0,
2017-11-11 00:59:49,11006,2,2,17,134,0,0,
2017-11-11 12:17:48,10182,6,4,19,233,0,1,2017-11-11 12:38:48
2017-11-11 23:09:56,10134,9,5,24,113,0,0,
2017-11-06 13:48:58,10411,1,2,9,255,0,0,
2017-11-08 18:03:23,10950,21,4,13,111,0,0,
2017-11-07 20:39:53,10971,24,5,22,145,0,0,
2017-11-12 12:15:49,10583,1,4,9,113,0,0,
2017-11-11 09:27:58,10423,9,4,9,111,0,0,
2017-11-10 19:43:57,10458,9,5,20,134,0,0,
2017-11-06 02:00:32,10955,9,5,24,112,0,0,
2017-11-07 05:31:21,11149,24,5,20,134,0,0,
2017-11-08 17:37:57,10534,9,2,17,303,0,0,
2017-11-09 08:43:16,10827,12,2,9,255,0,0,
2017-11-12 01:59:40,11194,24,2,22,121,0,0,
2017-11-07 02:39:30,11038,9,2,17,134,0,0,
2017-11-08 12:59:47,10374,12,1,19,145,0,0,
2017-11-07 08:09:30,10761,9,5,20,255,0,0,
2017-11-12 00:40:19,10145,18,2,13,233,0,1,2017-11-12 01:06:19
2017-11-09 14:23:55,10701,15,5,26,113,0,0,
2017-11-09 02:41:13,10362,12,1,9,255,0,0,
2017-11-10 14:09:27,11002,2,2,24,233,0,1,2017-11-10 14:35:27
2017-11-06 01:07:40,10764,1,3,19,111,0,0,
2017-11-12 16:44:19,10639,3,1,24,303,0,0,
2017-11-07 12:32:21,10595,18,5,22,233,0,0,
2017-11-07 11:49:13,10337,15,1,19,121,0,1,2017-11-07 12:36:13
2017-11-07 05:31:41,10076,15,3,9,111,0,1,2017-11-07 06:28:41
2017-11-06 00:09:19,10778,2,5,20,255,1,0,
2017-11-07 04:38:32,11065,9,5,17,233,0,1,2017-11-07 04:52:32
2017-11-11 22:51:12,11019,6,5,19,134,0,1,2017-11-12 00:02:12
2017-11-06 00:44:00,11016,6,4,22,121,0,0,
2017-11-08 21:52:41,11011,3,1,13,112,0,0,
2017-11-09 07:20:23,10950,1,1,17,111,0,0,
2017-11-09 17:44:22,10194,1,1,17,113,0,0,
2017-11-10 13:26:25,10190,12,3,17,112,0,0,
2017-11-06 16:00:54,10979,15,2,13,113,0,0,
2017-11-12 22:56:01,11165,18,2,24,145,0,0,
2017-11-11 00:20:02,10267,18,4,13,233,0,1,2017-11-11 01:47:02
2017-11-11 21:44:33,11074,24,5,19,145,0,0,
2017-11-12 08:27:57,10509,18,3,24,113,0,0,
2017-11-06 20:26:48,10321,21,4,26,113,0,0,
2017-11-08 16:10:05,10103,21,2,24,233,0,0,
2017-11-06 04:51:06,11020,18,3,13,255,1,0,
2017-11-12 09:33:13,11124,1,1,20,303,0,0,
2017-11-12 19:49:30,10111,6,4,22,303,0,0,
2017-11-09 07:43:35,10199,6,1,22,145,0,1,2017-11-09 08:05:35
2017-11-12 22:48:12,11008,3,4,13,134,0,0,
2017-11-06 12:41:59,10936,6,3,13,233,0,1,2017-11-06 13:39:59
2017-11-06 01:11:33,10936,24,5,17,255,0,0,
2017-11-07 11:03:06,11198,18,5,17,113,0,0,
2017-11-10 12:38:21,11032,15,4,19,134,0,1,2017-11-10 13:31:21
2017-11-08 11:20:12,11049,9,5,22,303,0,0,
2017-11-10 00:11:35,10271,3,5,22,112,0,0,
2017-11-11 22:44:06,10854,21,3,24,111,0,0,
2017-11-07 15:59:53,10409,9,2,20,134,0,1,2017-11-07 17:09:53
2017-11-08 13:15:47,10066,12,4,13,303,0,0,
2017-11-09 13:22:35,10589,1,4,24,233,0,1,2017-11-09 14:19:35
2017-11-09 08:19:28,10461,12,5,19,121,0,1,2017-11-09 08:42:28
2017-11-09 04:12:35,11052,2,4,9,233,0,0,
2017-11-07 17:58:59,10011,12,4,17,111,0,0,
2017-11-09 14:47:33,10616,18,5,22,112,0,1,2017-11-09 15:52:33
2017-11-06 03:38:42,10326,15,5,24,112,0,1,2017-11-06 04:58:42
2017-11-09 22:28:28,11086,18,5,9,112,0,0,
2017-11-10 09:22:16,10499,1,3,24,112,0,0,
2017-11-06 11:58:18,10767,21,5,26,255,0,0,
2017-11-08 09:33:42,10196,3,5,9,112,0,0,
2017-11-07 17:59:01,10212,6,5,24,112,0,1,2017-11-07 18:06:01
2017-11-08 22:37:26,10364,9,5,13,121,0,0,
2017-11-12 15:54:02,10034,15,1,9,112,0,0,
2017-11-10 23:30:24,10217,9,3,13,134,0,0,
2017-11-09 08:32:40,11092,6,2,24,303,0,0,
2017-11-06 11:24:00,10764,1,5,17,112,0,0,
2017-11-10 16:40:57,10174,9,2,22,121,0,1,2017-11-10 17:09:57
2017-11-12 05:52:29,10517,6,1,17,111,0,0,
2017-11-10 01:31:08,10513,2,2,26,145,0,0,
2017-11-09 17:39:19,10142,6,3,26,255,1,0,
2017-11-06 01:19:20,11160,12,3,24,113,0,0,
2017-11-11 11:03:29,10893,9,3,17,145,0,0,
2017-11-07 14:13:57,10222,3,5,13,134,0,0,
2017-11-12 17:07:13,10156,2,1,9,233,0,0,
2017-11-08 12:58:57,11105,18,2,22,233,0,0,
2017-11-10 03:21:32,10951,21,5,13,233,0,0,
2017-11-08 00:55:36,10339,21,2,26,113,0,0,
2017-11-08 15:16:04,10990,12,1,19,255,0,0,
2017-11-06 12:40:02,11060,12,4,26,255,0,0,
2017-11-10 07:21:23,11067,9,3,17,233,0,1,2017-11-10 07:54:23
2017-11-09 22:13:31,10770,6,5,24,145,0,1,2017-11-09 22:31:31
2017-11-09 04:40:13,10900,3,2,13,303,0,0,
2017-11-11 11:29:43,10242,6,4,22,112,0,1,2017-11-11 12:22:43
2017-11-07 12:47:40,10045,6,1,17,113,0,1,2017-11-07 13:09:40
2017-11-09 05:24:05,10528,3,5,24,111,0,0,
2017-11-12 15:06:52,10986,3,2,24,113,0,0,
2017-11-10 07:16:24,10343,12,4,13,121,0,0,
2017-11-11 09:56:57,11032,15,2,13,113,0,0,
